indicator_name,indicator_code,janitor_version
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,sl_emp_totl_sp_zs
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,sl_emp_totl_sp_fe_zs
"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,sl_emp_self_ma_zs
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,sl_emp_mpyr_fe_zs
"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,sl_emp_1524_sp_ma_ne_zs
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,sl_agr_empl_ma_zs
"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,sl_agr_0714_fe_zs
"Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",SI.SPR.PC40,si_spr_pc40
Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,si_pov_umic
Multidimensional poverty intensity (average share of deprivations experienced by the poor),SI.POV.MDIM.IT,si_pov_mdim_it
"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",SI.POV.MDIM.17,si_pov_mdim_17
Gini index,SI.POV.GINI,si_pov_gini
Income share held by lowest 10%,SI.DST.FRST.10,si_dst_frst_10
Income share held by fourth 20%,SI.DST.04TH.20,si_dst_04th_20
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,sh_xpd_pvtd_pc_cd
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,sh_xpd_oopc_ch_zs
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,sh_xpd_ghed_gd_zs
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,sh_xpd_ehex_ch_zs
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,sh_vac_ttns_zs
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,sh_uhc_oopc_10_zs
Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP2.TO,sh_uhc_nop2_to
Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,sh_uhc_nop1_to
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,sh_tbs_cure_zs
"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,sh_sta_wast_zs
"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,sh_sta_traf_p5
"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,sh_sta_stnt_zs
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,sh_sta_smss_zs
"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,sh_sta_pois_p5_fe
"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,sh_sta_owgh_ma_zs
People practicing open defecation (% of population),SH.STA.ODFC.ZS,sh_sta_odfc_zs
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,sh_sta_mmrt
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,sh_sta_hygn_zs
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,sh_sta_diab_zs
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,sh_sta_bass_zs
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,sh_sta_anvc_zs
"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,sh_sgr_proc_p5
Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,per_si_allsi_adq_pop_tot
Coverage of social safety net programs in 2nd quintile (% of population),per_sa_allsa.cov_q2_tot,per_sa_allsa_cov_q2_tot
Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,per_sa_allsa_adq_pop_tot
Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),per_lm_alllm.cov_q2_tot,per_lm_alllm_cov_q2_tot
Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,per_lm_alllm_adq_pop_tot
"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,pa_nus_prvt_pp
DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,pa_nus_atls
Net secondary income (Net current transfers from abroad) (current US$),NY.TRF.NCTR.CD,ny_trf_nctr_cd
Net primary income (Net income from abroad) (constant LCU),NY.GSR.NFCY.KN,ny_gsr_nfcy_kn
Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,ny_gns_ictr_gn_zs
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,ny_gnp_pcap_pp_cd
GNI per capita (current LCU),NY.GNP.PCAP.CN,ny_gnp_pcap_cn
GNI (constant LCU),NY.GNP.MKTP.KN,ny_gnp_mktp_kn
GNI (current LCU),NY.GNP.MKTP.CN,ny_gnp_mktp_cn
Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,ny_gds_totl_zs
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,ny_gdp_petr_rt_zs
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,ny_gdp_pcap_kd_zg
Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,ny_gdp_ngas_rt_zs
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ny_gdp_mktp_kd_zg
GDP (current US$),NY.GDP.MKTP.CD,ny_gdp_mktp_cd
Gross value added at basic prices (GVA) (constant 2015 US$),NY.GDP.FCST.KD,ny_gdp_fcst_kd
Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN,ny_gdp_disc_cn
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,ny_gdp_defl_kd_zg
"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,ny_adj_svnx_cd
Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,ny_adj_nnty_pc_kd
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,ny_adj_nnty_cd
Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,ny_adj_dres_gn_zs
Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,ny_adj_dngy_cd
Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,ny_adj_dkap_cd
Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,ny_adj_dco2_cd
"Services, value added (constant LCU)",NV.SRV.TOTL.KN,nv_srv_totl_kn
"Services, value added (current US$)",NV.SRV.TOTL.CD,nv_srv_totl_cd
Other manufacturing (% of value added in manufacturing),NV.MNF.OTHR.ZS.UN,nv_mnf_othr_zs_un
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,nv_ind_totl_zs
"Industry (including construction), value added (current LCU)",NV.IND.TOTL.CN,nv_ind_totl_cn
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,nv_ind_manf_kd_zg
"Industry (including construction), value added per worker (constant 2015 US$)",NV.IND.EMPL.KD,nv_ind_empl_kd
"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,nv_agr_totl_kn
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,nv_agr_totl_cd
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,ne_rsb_gnfs_kn
Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,ne_imp_gnfs_kn
Imports of goods and services (current US$),NE.IMP.GNFS.CD,ne_imp_gnfs_cd
Gross capital formation (constant 2015 US$),NE.GDI.TOTL.KD,ne_gdi_totl_kd
Changes in inventories (current LCU),NE.GDI.STKB.CN,ne_gdi_stkb_cn
Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,ne_gdi_ftot_kd_zg
"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,ne_gdi_fprv_zs
Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,ne_exp_gnfs_kd_zg
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,ne_dab_totl_zs
Gross national expenditure (current US$),NE.DAB.TOTL.CD,ne_dab_totl_cd
Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,ne_con_totl_kd_zg
